,Date,bitcoin_Price,ethereum_Price,avax_Price,binance_Price,doge_Price,cardano_Price,polkadot_Price,ripple_Price,solana_Price,tron_Price
165,2023-07-13 00:00:00 UTC+0,31482.15005093,2006.54292904,14.1143551,256.60577734,0.0706141,0.3577647,5.54887056,0.82063523,26.06806054,0.08184544
166,2023-07-12 00:00:00 UTC+0,30400.93551889,1872.69805844,13.02535916,243.98443385,0.06504804,0.28896383,5.14955963,0.47127875,21.96132094,0.07791246
167,2023-07-11 00:00:00 UTC+0,30633.57294579,1878.83819022,13.26411984,248.68483958,0.0653103,0.29273386,5.21399368,0.47564251,22.07809556,0.0773747
168,2023-07-10 00:00:00 UTC+0,30418.61442371,1880.45728195,13.38678996,246.22739079,0.06524983,0.28780516,5.13347059,0.47807495,21.32166287,0.07755977
169,2023-07-09 00:00:00 UTC+0,30176.03889813,1863.02209181,13.59987975,234.25761492,0.06537978,0.28465774,5.08051994,0.46832842,21.3459216,0.07750567
170,2023-07-08 00:00:00 UTC+0,30309.65695931,1866.40740951,13.66448341,236.42857529,0.06578287,0.29089096,5.13294877,0.47090424,21.86374713,0.08015822
171,2023-07-07 00:00:00 UTC+0,30360.30159302,1871.42325434,12.74759771,235.75413176,0.065447,0.28457697,5.12040645,0.46887398,21.5161912,0.07887133
172,2023-07-06 00:00:00 UTC+0,29921.98536443,1850.4766753,12.39460952,232.5205133,0.06492067,0.27901324,5.02018936,0.46240265,19.72651892,0.07708956
173,2023-07-05 00:00:00 UTC+0,30512.33277726,1910.87428338,12.67492109,239.00641148,0.0670171,0.28424714,5.20632356,0.47771112,18.99448554,0.07709111
174,2023-07-04 00:00:00 UTC+0,30774.27910721,1936.30237686,13.0288371,242.43965249,0.06893048,0.29221457,5.34470031,0.48716607,19.14111415,0.07703102
175,2023-07-03 00:00:00 UTC+0,31147.60660949,1954.86889741,13.24058024,246.26760189,0.06840206,0.29623496,5.42550014,0.48932907,19.2435744,0.07729309
176,2023-07-02 00:00:00 UTC+0,30624.65305837,1937.25388881,13.12888074,246.3110783,0.06798461,0.29210487,5.504769,0.48420477,19.45784384,0.0760211
177,2023-07-01 00:00:00 UTC+0,30586.62725308,1924.63942225,12.99899385,247.78685506,0.06848367,0.29234572,5.34845863,0.47325059,18.68758138,0.07725977
178,2023-06-30 00:00:00 UTC+0,30467.28985673,1933.11949868,13.01179672,240.26646892,0.06651513,0.28670116,5.17916842,0.4730123,18.86138752,0.07619012
179,2023-06-29 00:00:00 UTC+0,30443.89142832,1852.22965107,12.66843524,233.06153726,0.06340386,0.27532888,4.98429221,0.47455237,17.98542408,0.0744496
180,2023-06-28 00:00:00 UTC+0,30084.73952529,1829.22028027,12.34406795,230.56186048,0.062559,0.26677852,4.87719058,0.46466059,15.96761979,0.07375614
181,2023-06-27 00:00:00 UTC+0,30689.39575692,1889.63784655,13.20489517,237.53134572,0.06556788,0.28669904,5.09682935,0.48360404,16.62968779,0.07438332
182,2023-06-26 00:00:00 UTC+0,30268.3808633,1858.71103056,13.15541229,236.03516152,0.06476599,0.28050815,5.02440514,0.47918361,16.26619196,0.07381083
183,2023-06-25 00:00:00 UTC+0,30470.01496762,1899.48685643,13.4361443,238.88893777,0.06670656,0.29217265,5.19719425,0.49043929,16.9691505,0.07315627
184,2023-06-24 00:00:00 UTC+0,30558.88159983,1876.85750607,13.01978802,236.640087,0.0667795,0.28975812,5.01114142,0.48725863,16.66016049,0.07227002
185,2023-06-23 00:00:00 UTC+0,30705.3965921,1893.26028535,13.28824628,244.46336644,0.06823511,0.2966637,5.10317393,0.49629303,17.15898157,0.07320988
186,2023-06-22 00:00:00 UTC+0,29899.869499,1872.90910826,12.65893017,240.84904322,0.06558749,0.29017999,4.82693477,0.49436393,16.63383416,0.07223674
187,2023-06-21 00:00:00 UTC+0,29999.44113826,1890.3098379,12.8981832,248.875828,0.06563031,0.28645837,4.82278923,0.49990795,17.2398331,0.07232666
188,2023-06-20 00:00:00 UTC+0,28319.08703315,1791.3631525,12.1175368,247.64738022,0.0630705,0.27045936,4.66424754,0.49320478,16.63837632,0.070625
189,2023-06-19 00:00:00 UTC+0,26741.94167159,1730.39703206,11.42004254,241.94262685,0.06215921,0.26241843,4.50996321,0.49179098,16.03147003,0.06969006
190,2023-06-18 00:00:00 UTC+0,26357.02678666,1722.02275891,11.34572207,244.29679463,0.06214867,0.26104524,4.53831932,0.4875309,15.45042406,0.07022607
191,2023-06-17 00:00:00 UTC+0,26547.45557456,1729.85080156,11.62752043,244.91556969,0.062266,0.26710838,4.53410193,0.4800918,15.66203355,0.07169642
192,2023-06-16 00:00:00 UTC+0,26358.47792308,1718.67028546,11.54772484,239.44715053,0.06218461,0.26340891,4.42330961,0.47638389,15.32041717,0.07058345
193,2023-06-15 00:00:00 UTC+0,25582.26703619,1665.50692649,11.40300677,236.36760212,0.06149164,0.26190545,4.37236696,0.48011475,14.7683288,0.0709465
194,2023-06-14 00:00:00 UTC+0,25174.64059076,1653.73248395,11.39541076,238.13100364,0.06050866,0.26382373,4.57714255,0.48121358,14.5141302,0.07114144
195,2023-06-13 00:00:00 UTC+0,25967.16615632,1741.79080107,11.80688923,244.72634094,0.06181477,0.27542361,4.63202372,0.52033368,15.04901277,0.07206462
196,2023-06-12 00:00:00 UTC+0,25950.05585534,1745.47400951,11.54077865,231.64718942,0.06155924,0.27527128,4.54190057,0.52617572,15.21029787,0.07120461
197,2023-06-11 00:00:00 UTC+0,25934.27759116,1752.90585886,11.57831101,235.45031428,0.06156598,0.27247139,4.52414109,0.52086576,15.55366969,0.07026385
198,2023-06-10 00:00:00 UTC+0,25873.13116622,1753.79216049,11.68671726,239.10394004,0.0618313,0.27553683,4.52469738,0.50774072,15.63856743,0.06971823
199,2023-06-09 00:00:00 UTC+0,26540.8452697,1844.09553633,13.78603588,261.22649665,0.06960372,0.29591379,4.99042535,0.53949212,17.40857302,0.07212011
200,2023-06-08 00:00:00 UTC+0,26534.18677394,1847.98528206,13.93948904,262.34724628,0.0680313,0.32320436,5.02827409,0.52467235,18.92113381,0.07752064
201,2023-06-07 00:00:00 UTC+0,26337.86315466,1831.61979436,14.01890131,259.20168671,0.06724985,0.32207413,5.02013711,0.51848239,18.61911724,0.07673119
202,2023-06-06 00:00:00 UTC+0,27276.62208927,1887.53229717,14.65133059,281.78441603,0.07038608,0.35365791,5.21203625,0.53087925,20.41994421,0.07831919
203,2023-06-05 00:00:00 UTC+0,25833.80683644,1817.48400458,13.91942649,277.92764265,0.06672681,0.3526897,5.08470977,0.5108961,20.084324,0.07862995
204,2023-06-04 00:00:00 UTC+0,27156.90742398,1892.73544487,14.79689994,305.42689992,0.07254341,0.37781386,5.32218821,0.53685772,21.84720331,0.08148637
205,2023-06-03 00:00:00 UTC+0,27250.49980728,1905.26925075,14.67391995,308.77209428,0.07316116,0.37873848,5.36791966,0.52232728,21.30141142,0.08233264
206,2023-06-02 00:00:00 UTC+0,27259.19074924,1907.93991814,14.5003793,307.540263,0.07259852,0.37835632,5.27854505,0.52542393,21.26245989,0.08279506
207,2023-06-01 00:00:00 UTC+0,26820.32584674,1862.34646919,14.10554732,304.92769525,0.0714664,0.36467527,5.21138742,0.50695121,20.50667461,0.07478068
208,2023-05-31 00:00:00 UTC+0,27218.02628502,1874.37640514,14.12313177,306.87852977,0.07168207,0.3743011,5.31616719,0.51673829,20.82399421,0.07527583
209,2023-05-30 00:00:00 UTC+0,27704.37712899,1901.10696903,14.44891295,311.6075245,0.07232791,0.37789441,5.44367958,0.52158911,21.26040465,0.07644177
210,2023-05-29 00:00:00 UTC+0,27745.1451847,1893.24719692,14.47863369,311.76170297,0.07316931,0.37898992,5.46071787,0.49431281,20.58283909,0.07616344
211,2023-05-28 00:00:00 UTC+0,28071.76288617,1910.818041,14.93505264,314.26870374,0.07365457,0.38289824,5.50323369,0.48247976,20.79216065,0.07742912
212,2023-05-27 00:00:00 UTC+0,26874.20292944,1831.6986015,14.56753702,307.6916308,0.07265717,0.36695966,5.33943652,0.47216022,20.42967587,0.0772347
213,2023-05-26 00:00:00 UTC+0,26724.62027795,1829.2573535,14.34318968,306.89139207,0.07099856,0.3627914,5.24810572,0.46919658,19.35747305,0.07541629
214,2023-05-25 00:00:00 UTC+0,26474.22413117,1805.99119021,14.08224201,304.64341522,0.07089008,0.35824587,5.24239839,0.45375246,19.25821216,0.0767568
215,2023-05-24 00:00:00 UTC+0,26332.72567884,1800.24258998,14.14710073,305.95598904,0.07069162,0.36406423,5.25926851,0.45314708,19.21866912,0.07686478
216,2023-05-23 00:00:00 UTC+0,27220.02978241,1853.97828662,14.71726449,313.40591272,0.07285927,0.37039194,5.39962579,0.46534642,20.02940424,0.07849034
217,2023-05-22 00:00:00 UTC+0,26845.29965603,1817.44870922,14.67226113,309.21875782,0.07293103,0.36784011,5.31002832,0.46144693,19.53130452,0.07809502
218,2023-05-21 00:00:00 UTC+0,26758.37176211,1804.74571078,14.31358361,306.58449491,0.07211963,0.36023695,5.2721218,0.45728948,19.60636604,0.07507626
219,2023-05-20 00:00:00 UTC+0,27141.90942007,1820.84713143,14.63729631,310.79257895,0.07367822,0.36649624,5.41251142,0.4686671,20.29134326,0.07267069
220,2023-05-19 00:00:00 UTC+0,26897.53285615,1813.13649595,14.67407536,309.1995317,0.07350431,0.3682589,5.36990408,0.46785148,20.35152251,0.07072491
221,2023-05-18 00:00:00 UTC+0,26834.33426521,1801.65078214,14.68976642,309.30372864,0.07348383,0.37170363,5.33958404,0.45997745,20.33799372,0.07026306
222,2023-05-17 00:00:00 UTC+0,27394.81799618,1821.46555956,15.15652808,314.09119099,0.07483694,0.37533961,5.41198302,0.44827637,21.05563442,0.07111739
223,2023-05-16 00:00:00 UTC+0,27034.99631494,1824.04678075,14.9020922,311.34138713,0.07278348,0.36805284,5.29813775,0.44251548,20.67888956,0.07059267
224,2023-05-15 00:00:00 UTC+0,27192.88525751,1817.62061484,15.08372636,313.60069583,0.07199227,0.36713309,5.31975364,0.42760724,21.00660535,0.07027333
225,2023-05-14 00:00:00 UTC+0,26924.42952273,1800.25006907,15.02851405,312.15774746,0.07198942,0.37079791,5.35237457,0.42564344,20.95792604,0.06943086
226,2023-05-13 00:00:00 UTC+0,26847.19769272,1800.31857264,14.96434278,311.92904464,0.07196293,0.36559342,5.3624465,0.42547888,20.89045871,0.06956451
227,2023-05-12 00:00:00 UTC+0,26887.83171687,1813.16800361,15.23703258,309.77740205,0.07266127,0.37179668,5.35803586,0.43211617,20.97697295,0.06933242
228,2023-05-11 00:00:00 UTC+0,27002.30724408,1796.65346232,14.97014252,307.7605957,0.07204249,0.36008432,5.28520932,0.4216888,20.23203906,0.06775955
229,2023-05-10 00:00:00 UTC+0,27631.51308672,1842.58848182,15.53535336,314.67912892,0.0732121,0.36989208,5.47131915,0.43068523,20.94825857,0.06943964
230,2023-05-09 00:00:00 UTC+0,27666.95058326,1848.36799895,15.33891224,312.69115206,0.07319289,0.36384867,5.33069624,0.42995758,20.693376,0.06914339
231,2023-05-08 00:00:00 UTC+0,27704.49140796,1849.74858014,15.4272091,314.12197444,0.07246664,0.36578887,5.37683321,0.42885442,20.65940715,0.06850177
232,2023-05-07 00:00:00 UTC+0,28493.90194158,1876.62518664,16.43783632,321.53138431,0.07663573,0.37686418,5.63612932,0.44915511,21.82077238,0.06935328
233,2023-05-06 00:00:00 UTC+0,29024.94912339,1907.77839069,16.69625868,323.96765305,0.07721155,0.38133588,5.66772705,0.4611099,22.06925344,0.0706582
234,2023-05-05 00:00:00 UTC+0,29625.63379211,2000.98818413,17.44211185,328.02263688,0.08059141,0.39578982,5.86717283,0.46915429,22.88610112,0.07125438
235,2023-05-04 00:00:00 UTC+0,28844.96488844,1877.61438354,16.91966339,323.91339741,0.07843294,0.38750158,5.67130001,0.46155176,21.72820138,0.06942011
236,2023-05-03 00:00:00 UTC+0,29014.47256093,1905.23538452,17.22334677,326.17353817,0.07961943,0.39391714,5.77777915,0.46350321,22.21731571,0.06928013
237,2023-05-02 00:00:00 UTC+0,28676.26245471,1870.75121252,16.84950953,321.70015682,0.07880769,0.39175397,5.71647672,0.46473332,22.25738599,0.0692351
238,2023-05-01 00:00:00 UTC+0,28096.48620425,1832.02484531,16.66156253,328.61488845,0.07887219,0.38695169,5.66989478,0.46487851,21.98986135,0.06855849
239,2023-04-30 00:00:00 UTC+0,29307.91708339,1878.70789122,17.13959831,338.31344568,0.07971053,0.39697194,5.89634007,0.47184383,22.8235055,0.06732063
240,2023-04-29 00:00:00 UTC+0,29294.96435824,1912.2101411,17.51579093,322.62001083,0.08180981,0.40326237,6.05437556,0.47857632,23.21737437,0.06809453
241,2023-04-28 00:00:00 UTC+0,29417.5688403,1897.5830964,17.61838532,325.33875301,0.08052429,0.40563138,5.96775813,0.48161789,23.42255314,0.06693441
242,2023-04-27 00:00:00 UTC+0,29474.08695634,1909.00286028,17.72290146,330.77429269,0.08015509,0.40991151,5.97133848,0.46685267,22.33540872,0.06576944
243,2023-04-26 00:00:00 UTC+0,28415.97922679,1866.41389996,17.18311015,330.76623083,0.07862893,0.40158686,5.85343672,0.46216771,21.2810661,0.0651474
244,2023-04-25 00:00:00 UTC+0,28311.00174547,1867.11039646,17.63374428,338.39913732,0.07979745,0.3951548,6.00190226,0.46996222,21.9258773,0.06585764
245,2023-04-24 00:00:00 UTC+0,27512.05493498,1842.04429166,16.92641176,331.1414474,0.0787575,0.38367171,5.88432435,0.46090085,21.38865076,0.06612898
246,2023-04-23 00:00:00 UTC+0,27595.31613339,1862.82891499,16.87322996,330.78220083,0.07884767,0.38919238,5.91361548,0.46562366,21.49114571,0.06673328
247,2023-04-22 00:00:00 UTC+0,27900.97355793,1879.50603542,17.27558067,333.01540281,0.0805224,0.39714846,5.9662497,0.473933,21.86611952,0.06633017
248,2023-04-21 00:00:00 UTC+0,27335.84397022,1853.89404848,16.9824926,322.28893043,0.07857049,0.38367692,5.86491253,0.45040364,21.3168936,0.06516963
249,2023-04-20 00:00:00 UTC+0,28253.49104519,1943.50075022,18.31468365,318.03252516,0.08390161,0.40066728,6.11106565,0.47534661,22.19489645,0.06545017
250,2023-04-19 00:00:00 UTC+0,28853.88284078,1938.14544528,19.01320309,322.82120119,0.08787531,0.41613855,6.32295193,0.49226313,22.72373612,0.06591882
251,2023-04-18 00:00:00 UTC+0,30409.29065801,2106.91060994,21.22688175,343.15030631,0.09402654,0.44394312,6.92436999,0.53244466,24.86131121,0.0668058
252,2023-04-17 00:00:00 UTC+0,29419.62560255,2074.95524692,20.48663069,339.81720899,0.09132509,0.43376609,6.69438368,0.51052749,24.53443022,0.06575673
253,2023-04-16 00:00:00 UTC+0,30319.78403838,2120.22195983,20.19927227,348.00745289,0.09048594,0.45183525,6.83244651,0.52132999,25.35952519,0.06658434
254,2023-04-15 00:00:00 UTC+0,30392.67000993,2097.14666562,19.14319061,334.13140655,0.08927435,0.45387169,6.81992909,0.52188946,24.14353589,0.06615066
255,2023-04-14 00:00:00 UTC+0,30556.86218549,2106.71154761,19.29019916,330.124123,0.08898547,0.43921271,6.75126804,0.52466032,24.81073942,0.06642139
256,2023-04-13 00:00:00 UTC+0,30411.05976184,2013.65349686,18.8505063,324.91246499,0.08751671,0.42571107,6.64375759,0.5131559,24.43626701,0.06530533
257,2023-04-12 00:00:00 UTC+0,29770.87695676,1910.68667379,18.17114006,318.41861411,0.0830696,0.40303033,6.37641916,0.50259851,23.70184749,0.06481085
258,2023-04-11 00:00:00 UTC+0,30175.4682574,1888.17254901,18.12308457,321.67496331,0.08400739,0.40068547,6.40843833,0.51593197,22.97784809,0.06625884
259,2023-04-10 00:00:00 UTC+0,29592.33674794,1907.45666246,17.90266306,317.90670253,0.08466191,0.39628635,6.27831779,0.51695301,20.86103021,0.06719289
260,2023-04-09 00:00:00 UTC+0,28280.90308552,1855.78762581,17.5149651,312.21365281,0.08308655,0.38881881,6.20112548,0.5043561,20.25963054,0.06649135
261,2023-04-08 00:00:00 UTC+0,27902.95958812,1846.3951315,17.4320589,310.08647824,0.08123141,0.38498796,6.12107883,0.50434518,20.01400581,0.06602192
262,2023-04-07 00:00:00 UTC+0,27867.24239823,1861.88388462,17.57598185,309.88311287,0.08218812,0.38266706,6.17017478,0.51221478,20.42450003,0.06594464
263,2023-04-06 00:00:00 UTC+0,27961.38674203,1867.37676096,17.93893518,311.32939459,0.08498622,0.38205892,6.25900113,0.50135942,20.55622469,0.06589589
264,2023-04-05 00:00:00 UTC+0,28115.24159752,1905.1814796,17.95863359,313.14546284,0.09251211,0.39139047,6.39186487,0.50468645,20.93082699,0.06599295
265,2023-04-04 00:00:00 UTC+0,28223.11494682,1874.54847246,17.68691693,311.50152102,0.09529085,0.39021098,6.45201882,0.50403696,20.96057394,0.06588787
266,2023-04-03 00:00:00 UTC+0,27733.35081933,1806.83772481,17.05395634,307.69265954,0.09589376,0.38601009,6.41844814,0.49512899,20.40243713,0.06558565
267,2023-04-02 00:00:00 UTC+0,28208.41781941,1796.52529195,17.26937617,314.0330097,0.07911188,0.38172403,6.26658001,0.51843472,20.53945176,0.06528864
268,2023-04-01 00:00:00 UTC+0,28458.93199782,1820.95640413,17.8016003,314.82170544,0.08183381,0.39271779,6.35194696,0.50961052,21.07866313,0.06644965
269,2023-03-31 00:00:00 UTC+0,28466.07865851,1821.3130594,17.697271,316.83645732,0.07688861,0.39837173,6.33679406,0.53760641,21.14846045,0.0655186
270,2023-03-30 00:00:00 UTC+0,28139.30314071,1799.04086064,17.3035229,317.69886304,0.07450111,0.37731341,6.14496938,0.537688,20.63139471,0.06510743
271,2023-03-29 00:00:00 UTC+0,28329.18774019,1791.64491429,17.27373985,313.48982708,0.07551018,0.38084997,6.17370486,0.54231353,21.09105055,0.06429702
272,2023-03-28 00:00:00 UTC+0,27263.91579851,1772.91668152,16.71199459,313.23104928,0.07377756,0.36799028,6.05977908,0.51432647,20.45753582,0.0641775
273,2023-03-27 00:00:00 UTC+0,27136.87959275,1715.02854065,16.48637528,310.74849153,0.07289178,0.34564388,5.87043412,0.47973452,19.9187152,0.06356221
274,2023-03-26 00:00:00 UTC+0,27988.75211574,1775.39238682,17.13247913,328.86052453,0.07440611,0.35600192,6.04783689,0.44835307,20.97017984,0.06418595
275,2023-03-25 00:00:00 UTC+0,27494.52768321,1743.72810345,16.90315678,322.75163114,0.07405314,0.35171856,5.91114456,0.44409707,20.44416236,0.06375163
276,2023-03-24 00:00:00 UTC+0,27502.66419114,1752.69484252,16.98489196,322.44198794,0.07467251,0.36011743,6.02635698,0.42604878,20.68327446,0.06343663
277,2023-03-23 00:00:00 UTC+0,28348.92594335,1817.34128392,17.57661126,329.85352403,0.07747913,0.37231663,6.33098258,0.4450297,22.21978133,0.06523875
278,2023-03-22 00:00:00 UTC+0,27326.81595002,1738.82264618,16.78221845,321.84958865,0.07401752,0.36040275,6.06590319,0.42198452,21.4770388,0.05986517
279,2023-03-21 00:00:00 UTC+0,28184.99165302,1807.7513882,17.50019934,335.36629343,0.07692138,0.37143483,6.38738101,0.47050054,22.63100629,0.06723018
280,2023-03-20 00:00:00 UTC+0,27796.72197002,1737.11671564,16.65454891,333.20872785,0.07156918,0.33295682,6.1032522,0.37450403,22.18989927,0.06516386
281,2023-03-19 00:00:00 UTC+0,28166.41857826,1792.9586825,17.60396456,338.27693176,0.07511648,0.34673704,6.49306337,0.3903833,21.95157269,0.06704261
282,2023-03-18 00:00:00 UTC+0,27103.14482329,1768.93085341,17.08775694,333.29743313,0.07348944,0.33953601,6.36107728,0.37640698,21.31323466,0.06624192
283,2023-03-17 00:00:00 UTC+0,27452.00078756,1792.76701479,17.70228533,339.39270799,0.07655174,0.35111473,6.64588297,0.38115634,21.66506054,0.06788411
284,2023-03-16 00:00:00 UTC+0,25047.52195558,1676.96831221,15.87170001,329.96610398,0.07267339,0.32546145,6.1011392,0.36559625,19.72836601,0.06527434
285,2023-03-15 00:00:00 UTC+0,24361.42119158,1654.73739327,15.59753444,307.1686819,0.06988863,0.32506273,5.89274427,0.36036056,19.31539824,0.06533758
286,2023-03-14 00:00:00 UTC+0,24743.85860298,1703.53703417,17.16907488,309.0868899,0.07470675,0.3439183,6.2339726,0.37327494,20.94520019,0.06708414
287,2023-03-13 00:00:00 UTC+0,24147.39750271,1677.93158107,16.48420903,308.47166679,0.07296091,0.34426981,6.11399273,0.37312913,20.43354749,0.06713549
288,2023-03-12 00:00:00 UTC+0,22103.72004337,1584.14772104,16.20674398,289.0450945,0.0708512,0.33088542,5.90141324,0.37302409,20.26570144,0.06470581
289,2023-03-11 00:00:00 UTC+0,20631.11051777,1481.62370801,14.63763691,278.16610256,0.06663714,0.30749415,5.51121884,0.36705043,18.21581911,0.05929675
290,2023-03-10 00:00:00 UTC+0,20245.30836066,1432.9875302,14.87282554,278.56810428,0.06605565,0.31624652,5.57442226,0.37153617,18.28853323,0.05761404
291,2023-03-09 00:00:00 UTC+0,20354.93556894,1437.88837623,14.41113362,277.35459323,0.06602286,0.31006039,5.38670895,0.37122439,17.32812053,0.0586157
292,2023-03-08 00:00:00 UTC+0,21699.33717233,1532.542947,15.1067597,286.70872571,0.07106538,0.31737034,5.59229362,0.3884827,18.3935123,0.06528987
293,2023-03-07 00:00:00 UTC+0,22202.51727308,1561.89606729,16.17640301,289.28811211,0.07403074,0.33044599,5.85076586,0.38016301,20.24367716,0.06623282
294,2023-03-06 00:00:00 UTC+0,22410.35422574,1566.24253185,16.51803848,287.95824278,0.07478853,0.33072634,5.92241918,0.37015989,20.62970377,0.06738455
295,2023-03-05 00:00:00 UTC+0,22433.24716191,1564.88315893,16.15225189,288.87679628,0.07477745,0.33693379,5.97816371,0.36683747,20.99389368,0.06726879
296,2023-03-04 00:00:00 UTC+0,22357.25331159,1567.35586714,16.14437072,289.67240711,0.07465954,0.33677628,5.91800163,0.37374584,21.00446455,0.06669226
297,2023-03-03 00:00:00 UTC+0,22348.02793736,1568.86656373,16.6623009,290.23514964,0.07682158,0.34307881,6.03350509,0.37755926,21.41566988,0.06714788
298,2023-03-02 00:00:00 UTC+0,23459.82626941,1647.22007456,17.45361856,299.82666864,0.08051274,0.35011214,6.32567472,0.37726015,21.97886701,0.06965541
299,2023-03-01 00:00:00 UTC+0,23653.9455999,1666.47101646,17.77624142,302.80245408,0.08199195,0.36037232,6.54096077,0.38389374,22.52675426,0.06990821
300,2023-02-28 00:00:00 UTC+0,23134.12501723,1604.43740649,17.07390753,301.36949037,0.08077235,0.3516144,6.34366316,0.37674515,21.90582708,0.069032
301,2023-02-27 00:00:00 UTC+0,23509.41795756,1634.1123518,17.93319809,304.71649203,0.08136479,0.3648142,6.58498545,0.37872977,22.69219259,0.06941815
302,2023-02-26 00:00:00 UTC+0,23556.27074684,1641.57149224,18.45310095,308.86070756,0.08220976,0.36893196,6.69312944,0.37800679,23.28472319,0.06954282
303,2023-02-25 00:00:00 UTC+0,23188.67946511,1596.15677038,17.97519228,302.57426859,0.08086874,0.3623959,6.5492504,0.37823243,22.41833203,0.06791307
304,2023-02-24 00:00:00 UTC+0,23190.31736377,1607.97910313,18.37244715,301.89962267,0.08088231,0.36548543,6.61243624,0.37830446,23.08429575,0.06785743
305,2023-02-23 00:00:00 UTC+0,23948.56699614,1651.08810959,19.70462749,308.34254769,0.08432043,0.38268726,7.09415082,0.38877629,23.94521768,0.06956771
306,2023-02-22 00:00:00 UTC+0,24194.11549235,1643.88078188,20.32127074,312.871038,0.08562156,0.38905877,7.18750181,0.39562452,24.17969785,0.06946254
307,2023-02-21 00:00:00 UTC+0,24438.6588976,1658.64294458,20.94715945,311.49682896,0.08537244,0.39255256,7.25043774,0.39141047,24.9777874,0.06942567
308,2023-02-20 00:00:00 UTC+0,24828.45063451,1702.65386109,20.83315603,315.41215468,0.08824973,0.40379952,7.54344159,0.39823173,26.2101646,0.07195
309,2023-02-19 00:00:00 UTC+0,24302.89015301,1681.77441047,19.84437488,311.96843544,0.08709001,0.39984348,7.45936916,0.38674867,24.87392305,0.07045369
310,2023-02-18 00:00:00 UTC+0,24645.13569042,1692.47143233,19.55835467,316.80347392,0.08886227,0.40599316,7.23867727,0.39423537,23.47723718,0.07017698
311,2023-02-17 00:00:00 UTC+0,24580.22020597,1694.90309251,19.46038968,313.40332891,0.08766547,0.4037961,7.2846687,0.39517816,23.15089764,0.07036719
312,2023-02-16 00:00:00 UTC+0,23604.89986575,1640.91054524,18.63824695,304.97900708,0.08492645,0.38804903,6.33579348,0.38514862,22.2988933,0.06687856
313,2023-02-15 00:00:00 UTC+0,24359.432908,1677.24637173,19.95857441,317.87004997,0.08942379,0.41911649,6.62018405,0.40139947,23.90270578,0.07090715
314,2023-02-14 00:00:00 UTC+0,22207.35222948,1556.23409481,18.13794348,296.09839467,0.0835014,0.38654298,6.22507975,0.38213879,21.83733147,0.06675881
315,2023-02-13 00:00:00 UTC+0,21795.65946954,1507.05149377,17.6239867,294.65082365,0.0821091,0.35956944,6.13241457,0.37085306,20.80985248,0.06561219
316,2023-02-12 00:00:00 UTC+0,21793.55178161,1515.60280766,17.78635018,312.75716576,0.08219635,0.36418577,6.18144364,0.37497697,21.51046242,0.06389971
317,2023-02-11 00:00:00 UTC+0,21863.47370423,1538.70006548,18.01689929,310.42362122,0.08226192,0.36854876,6.27417313,0.38354241,20.81257497,0.06377173
318,2023-02-10 00:00:00 UTC+0,21635.40384289,1514.06616901,17.79083341,305.92645088,0.08094707,0.35824947,6.18716028,0.38207596,20.11880282,0.0633184
319,2023-02-09 00:00:00 UTC+0,21793.85136768,1545.65034021,17.86886384,306.13277662,0.08140363,0.36224797,6.23204795,0.38177518,20.44471105,0.06264651
320,2023-02-08 00:00:00 UTC+0,22953.81611314,1650.36296391,20.08161222,328.13093045,0.09014173,0.39412926,6.75158261,0.39776793,23.20202314,0.06686854
321,2023-02-07 00:00:00 UTC+0,23249.37281747,1671.41208728,20.84008656,333.14721925,0.09255636,0.39877755,6.94058359,0.40372697,23.83476973,0.06574575
322,2023-02-06 00:00:00 UTC+0,22754.38247947,1614.08079915,19.54170527,324.09812372,0.08951968,0.38207155,6.49126863,0.39204577,22.6752054,0.06314579
323,2023-02-05 00:00:00 UTC+0,22933.85491401,1629.63057554,20.08641064,327.69376221,0.09204275,0.39240615,6.6437836,0.39836578,23.46531133,0.06409653
324,2023-02-04 00:00:00 UTC+0,23330.84337536,1666.64731965,21.03965009,330.44516495,0.09576532,0.39898059,6.87708664,0.41073584,24.32515621,0.06379968
325,2023-02-03 00:00:00 UTC+0,23436.79024456,1664.13418239,21.36385606,332.32706821,0.09294528,0.40387401,7.00989629,0.41204882,24.69657946,0.0641599
326,2023-02-02 00:00:00 UTC+0,23454.93063321,1640.57895573,21.14178243,322.80191189,0.09085146,0.39721938,6.53296883,0.4092802,24.25248835,0.0637361
327,2023-02-01 00:00:00 UTC+0,23709.56773175,1640.89361816,20.94879082,316.76799658,0.09391593,0.39653391,6.45911622,0.4130087,24.96492021,0.06313259
328,2023-01-31 00:00:00 UTC+0,23138.92966776,1586.23673653,19.82437978,312.23629863,0.09622757,0.39059546,6.26382919,0.40600624,23.95635736,0.0622466
329,2023-01-30 00:00:00 UTC+0,22836.17827945,1567.04187161,19.74830345,307.19298584,0.08850534,0.37256579,6.18765308,0.39391195,23.97487502,0.06228037
330,2023-01-29 00:00:00 UTC+0,23751.98802572,1645.98761402,21.02987115,317.17116396,0.0901151,0.39684199,6.61069397,0.41321062,26.08374036,0.06372511
331,2023-01-28 00:00:00 UTC+0,23036.84655696,1573.97139761,20.60389815,306.38531787,0.08783564,0.38244477,6.40507055,0.40809406,24.02231932,0.063154
332,2023-01-27 00:00:00 UTC+0,23078.19742276,1598.04702021,21.21306248,308.07078329,0.08721764,0.38921444,6.57871796,0.41300901,24.43116165,0.06366627
